repo,prefix,status,rust_signal,description,top_level
platform/external/pogreb,platform,empty_ok,,Bug: 457231668,[]
platform/external/ppp,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/external/private-join-and-compute,platform,ok,androidbp,"Private Join and Compute This project contains an implementation of the “Private Join and Compute” functionality. This functionality allows two users, each holding an input file, to privately compute the sum of associated values for records that have common identifiers. In more detail, suppose a Server has a file containing the following identifiers: Identifiers Sam Ada Ruby Brendan And a Client has a file containing the following identifiers, paired with associated integer values: Identifiers Associated Values Ruby 10 Ada 30 Alexander 5 Mika 35 Then the Private Join and Compute functionality would allow the Client to learn that the input files had 2 identifiers in common, and that the associated values summed to 40 . It does this without revealing which specific identifiers were in common (Ada and Ruby in the example above), or revealing anything additional about the other identifiers in the two parties' data set. Private Join and Compute is a variant of the well-studied Private Set I","[{""type"": ""dir"", ""name"": ""bazel""}, {""type"": ""dir"", ""name"": ""external""}, {""type"": ""dir"", ""name"": ""java""}, {""type"": ""dir"", ""name"": ""private_join_and_compute""}, {""type"": ""file"", ""name"": "".bazelrc""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""CONTRIBUTING.md""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE2""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}, {""type"": ""file"", ""name"": ""WORKSPACE""}]"
platform/external/proguard,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/external/protobuf,platform,ok,androidbp,"Protocol Buffers - Google's data interchange format Copyright 2008 Google Inc. https://developers.google.com/protocol-buffers/ Overview Protocol Buffers (a.k.a., protobuf) are Google's language-neutral, platform-neutral, extensible mechanism for serializing structured data. You can find protobuf's documentation on the Google Developers site . This README file contains protobuf installation instructions. To install protobuf, you need to install the protocol compiler (used to compile .proto files) and the protobuf runtime for your chosen programming language. Protocol Compiler Installation The protocol compiler is written in C++. If you are using C++, please follow the C++ Installation Instructions to install protoc along with the C++ runtime. For non-C++ users, the simplest way to install the protocol compiler is to download a pre-built binary from our release page: https://github.com/protocolbuffers/protobuf/releases In the downloads section of each release, you can find pre-built bina","[{""type"": ""dir"", ""name"": "".github""}, {""type"": ""dir"", ""name"": ""android""}, {""type"": ""dir"", ""name"": ""benchmarks""}, {""type"": ""dir"", ""name"": ""build_defs""}, {""type"": ""dir"", ""name"": ""cmake""}, {""type"": ""dir"", ""name"": ""config""}, {""type"": ""dir"", ""name"": ""conformance""}, {""type"": ""dir"", ""name"": ""csharp""}, {""type"": ""dir"", ""name"": ""docs""}, {""type"": ""dir"", ""name"": ""editors""}, {""type"": ""dir"", ""name"": ""examples""}, {""type"": ""dir"", ""name"": ""java""}, {""type"": ""dir"", ""name"": ""javamicro""}, {""type"": ""dir"", ""name"": ""javanano""}, {""type"": ""dir"", ""name"": ""kokoro""}, {""type"": ""dir"", ""name"": ""objectivec""}, {""type"": ""dir"", ""name"": ""php""}, {""type"": ""dir"", ""name"": ""pkg""}, {""type"": ""dir"", ""name"": ""protoc-artifacts""}, {""type"": ""dir"", ""name"": ""python""}, {""type"": ""dir"", ""name"": ""ruby""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""third_party""}, {""type"": ""dir"", ""name"": ""toolchain""}, {""type"": ""dir"", ""name"": ""util""}, {""type"": ""file"", ""name"": "".bazelignore""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".gitmodules.disabled""}, {""type"": ""file"", ""name"": "".readthedocs.yml""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""appveyor.bat""}, {""type"": ""file"", ""name"": ""appveyor.yml""}, {""type"": ""file"", ""name"": ""autogen.sh""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""build.gradle""}, {""type"": ""file"", ""name"": ""build_files_updated_unittest.sh""}, {""type"": ""file"", ""name"": ""CHANGES.txt""}, {""type"": ""file"", ""name"": ""CleanSpec.mk""}, {""type"": ""file"", ""name"": ""CMakeLists.txt""}, {""type"": ""file"", ""name"": ""configure.ac""}, {""type"": ""file"", ""name"": ""CONTRIBUTING.md""}, {""type"": ""file"", ""name"": ""CONTRIBUTORS.txt""}, {""type"": ""file"", ""name"": ""fix_permissions.sh""}, {""type"": ""file"", ""name"": ""generate_changelog.py""}, {""type"": ""file"", ""name"": ""generate_descriptor_proto.sh""}, {""type"": ""file"", ""name"": ""global.json""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""Makefile.am""}, {""type"": ""file"", ""name"": ""maven_install.json""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""post_process_dist.sh""}, {""type"": ""file"", ""name"": ""Protobuf-C++.podspec""}, {""type"": ""file"", ""name"": ""protobuf-lite.pc.in""}, {""type"": ""file"", ""name"": ""protobuf.bzl""}, {""type"": ""file"", ""name"": ""protobuf.pc.in""}, {""type"": ""file"", ""name"": ""Protobuf.podspec""}, {""type"": ""file"", ""name"": ""protobuf_deps.bzl""}, {""type"": ""file"", ""name"": ""protobuf_release.bzl""}, {""type"": ""file"", ""name"": ""protobuf_version.bzl""}, {""type"": ""file"", ""name"": ""README.android""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""SECURITY.md""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}, {""type"": ""file"", ""name"": ""tests.sh""}, {""type"": ""file"", ""name"": ""update_compatibility_version.py""}, {""type"": ""file"", ""name"": ""update_file_lists.sh""}, {""type"": ""file"", ""name"": ""update_version.py""}, {""type"": ""file"", ""name"": ""vendor_suffix_test.config""}, {""type"": ""file"", ""name"": ""vendor_suffix_test.cpp""}, {""type"": ""file"", ""name"": ""version.json""}, {""type"": ""file"", ""name"": ""WORKSPACE""}]"
platform/external/protobuf-javalite,platform,ok,,Bug: 118344251,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/external/protobuf2.5,platform,empty_ok,,,[]
platform/external/psimd,platform,ok,,Bug: 148898539,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/external/pthreadpool,platform,ok,androidbp,"pthreadpool pthreadpool is a portable and efficient thread pool implementation. It provides similar functionality to #pragma omp parallel for , but with additional features. Features: C interface (C++-compatible). 1D-6D loops with step parameters. Run on user-specified or auto-detected number of threads. Work-stealing scheduling for efficient work balancing. Wait-free synchronization of work items. Compatible with Linux (including Android), macOS, iOS, Windows, Emscripten environments. 100% unit tests coverage. Throughput and latency microbenchmarks. Example The following example demonstates using the thread pool for parallel addition of two arrays: static void add_arrays ( struct array_addition_context * context , size_t i ) { context -> sum [ i ] = context -> augend [ i ] + context -> addend [ i ]; } #define ARRAY_SIZE 4 int main () { double augend [ ARRAY_SIZE ] = { 1.0 , 2.0 , 4.0 , - 5.0 }; double addend [ ARRAY_SIZE ] = { 0.25 , - 1.75 , 0.0 , 0.5 }; double sum [ ARRAY_SIZE ]; pt","[{""type"": ""dir"", ""name"": ""bench""}, {""type"": ""dir"", ""name"": ""cmake""}, {""type"": ""dir"", ""name"": ""examples""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".travis.yml""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""CMakeLists.txt""}, {""type"": ""file"", ""name"": ""configure.py""}, {""type"": ""file"", ""name"": ""confu.yaml""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}, {""type"": ""file"", ""name"": ""WORKSPACE""}]"
platform/external/pthreads,platform,ok,,,"[{""type"": ""dir"", ""name"": ""manual""}, {""type"": ""dir"", ""name"": ""tests""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""ANNOUNCE""}, {""type"": ""file"", ""name"": ""attr.c""}, {""type"": ""file"", ""name"": ""barrier.c""}, {""type"": ""file"", ""name"": ""Bmakefile""}, {""type"": ""file"", ""name"": ""BUGS""}, {""type"": ""file"", ""name"": ""builddmc.bat""}, {""type"": ""file"", ""name"": ""cancel.c""}, {""type"": ""file"", ""name"": ""ChangeLog""}, {""type"": ""file"", ""name"": ""cleanup.c""}, {""type"": ""file"", ""name"": ""condvar.c""}, {""type"": ""file"", ""name"": ""config.h""}, {""type"": ""file"", ""name"": ""CONTRIBUTORS""}, {""type"": ""file"", ""name"": ""COPYING""}, {""type"": ""file"", ""name"": ""COPYING.LIB""}, {""type"": ""file"", ""name"": ""create.c""}, {""type"": ""file"", ""name"": ""dll.c""}, {""type"": ""file"", ""name"": ""errno.c""}, {""type"": ""file"", ""name"": ""exit.c""}, {""type"": ""file"", ""name"": ""FAQ""}, {""type"": ""file"", ""name"": ""fork.c""}, {""type"": ""file"", ""name"": ""global.c""}, {""type"": ""file"", ""name"": ""GNUmakefile""}, {""type"": ""file"", ""name"": ""implement.h""}, {""type"": ""file"", ""name"": ""MAINTAINERS""}, {""type"": ""file"", ""name"": ""Makefile""}, {""type"": ""file"", ""name"": ""misc.c""}, {""type"": ""file"", ""name"": ""mutex.c""}, {""type"": ""file"", ""name"": ""need_errno.h""}, {""type"": ""file"", ""name"": ""NEWS""}, {""type"": ""file"", ""name"": ""Nmakefile""}, {""type"": ""file"", ""name"": ""Nmakefile.tests""}, {""type"": ""file"", ""name"": ""nonportable.c""}, {""type"": ""file"", ""name"": ""private.c""}, {""type"": ""file"", ""name"": ""PROGRESS""}, {""type"": ""file"", ""name"": ""pthread.c""}, {""type"": ""file"", ""name"": ""pthread.h""}, {""type"": ""file"", ""name"": ""pthread.sln""}, {""type"": ""file"", ""name"": ""pthread.vcproj""}, {""type"": ""file"", ""name"": ""pthread_attr_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_attr_getdetachstate.c""}, {""type"": ""file"", ""name"": ""pthread_attr_getinheritsched.c""}, {""type"": ""file"", ""name"": ""pthread_attr_getschedparam.c""}, {""type"": ""file"", ""name"": ""pthread_attr_getschedpolicy.c""}, {""type"": ""file"", ""name"": ""pthread_attr_getscope.c""}, {""type"": ""file"", ""name"": ""pthread_attr_getstackaddr.c""}, {""type"": ""file"", ""name"": ""pthread_attr_getstacksize.c""}, {""type"": ""file"", ""name"": ""pthread_attr_init.c""}, {""type"": ""file"", ""name"": ""pthread_attr_setdetachstate.c""}, {""type"": ""file"", ""name"": ""pthread_attr_setinheritsched.c""}, {""type"": ""file"", ""name"": ""pthread_attr_setschedparam.c""}, {""type"": ""file"", ""name"": ""pthread_attr_setschedpolicy.c""}, {""type"": ""file"", ""name"": ""pthread_attr_setscope.c""}, {""type"": ""file"", ""name"": ""pthread_attr_setstackaddr.c""}, {""type"": ""file"", ""name"": ""pthread_attr_setstacksize.c""}, {""type"": ""file"", ""name"": ""pthread_barrier_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_barrier_init.c""}, {""type"": ""file"", ""name"": ""pthread_barrier_wait.c""}, {""type"": ""file"", ""name"": ""pthread_barrierattr_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_barrierattr_getpshared.c""}, {""type"": ""file"", ""name"": ""pthread_barrierattr_init.c""}, {""type"": ""file"", ""name"": ""pthread_barrierattr_setpshared.c""}, {""type"": ""file"", ""name"": ""pthread_cancel.c""}, {""type"": ""file"", ""name"": ""pthread_cond_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_cond_init.c""}, {""type"": ""file"", ""name"": ""pthread_cond_signal.c""}, {""type"": ""file"", ""name"": ""pthread_cond_wait.c""}, {""type"": ""file"", ""name"": ""pthread_condattr_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_condattr_getpshared.c""}, {""type"": ""file"", ""name"": ""pthread_condattr_init.c""}, {""type"": ""file"", ""name"": ""pthread_condattr_setpshared.c""}, {""type"": ""file"", ""name"": ""pthread_delay_np.c""}, {""type"": ""file"", ""name"": ""pthread_detach.c""}, {""type"": ""file"", ""name"": ""pthread_equal.c""}, {""type"": ""file"", ""name"": ""pthread_exit.c""}, {""type"": ""file"", ""name"": ""pthread_getconcurrency.c""}, {""type"": ""file"", ""name"": ""pthread_getschedparam.c""}, {""type"": ""file"", ""name"": ""pthread_getspecific.c""}, {""type"": ""file"", ""name"": ""pthread_getw32threadhandle_np.c""}, {""type"": ""file"", ""name"": ""pthread_join.c""}, {""type"": ""file"", ""name"": ""pthread_key_create.c""}, {""type"": ""file"", ""name"": ""pthread_key_delete.c""}, {""type"": ""file"", ""name"": ""pthread_kill.c""}, {""type"": ""file"", ""name"": ""pthread_mutex_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_mutex_init.c""}, {""type"": ""file"", ""name"": ""pthread_mutex_lock.c""}, {""type"": ""file"", ""name"": ""pthread_mutex_timedlock.c""}, {""type"": ""file"", ""name"": ""pthread_mutex_trylock.c""}, {""type"": ""file"", ""name"": ""pthread_mutex_unlock.c""}, {""type"": ""file"", ""name"": ""pthread_mutexattr_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_mutexattr_getkind_np.c""}, {""type"": ""file"", ""name"": ""pthread_mutexattr_getpshared.c""}, {""type"": ""file"", ""name"": ""pthread_mutexattr_gettype.c""}, {""type"": ""file"", ""name"": ""pthread_mutexattr_init.c""}, {""type"": ""file"", ""name"": ""pthread_mutexattr_setkind_np.c""}, {""type"": ""file"", ""name"": ""pthread_mutexattr_setpshared.c""}, {""type"": ""file"", ""name"": ""pthread_mutexattr_settype.c""}, {""type"": ""file"", ""name"": ""pthread_num_processors_np.c""}, {""type"": ""file"", ""name"": ""pthread_once.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_init.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_rdlock.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_timedrdlock.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_timedwrlock.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_tryrdlock.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_trywrlock.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_unlock.c""}, {""type"": ""file"", ""name"": ""pthread_rwlock_wrlock.c""}, {""type"": ""file"", ""name"": ""pthread_rwlockattr_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_rwlockattr_getpshared.c""}, {""type"": ""file"", ""name"": ""pthread_rwlockattr_init.c""}, {""type"": ""file"", ""name"": ""pthread_rwlockattr_setpshared.c""}, {""type"": ""file"", ""name"": ""pthread_self.c""}, {""type"": ""file"", ""name"": ""pthread_setcancelstate.c""}, {""type"": ""file"", ""name"": ""pthread_setcanceltype.c""}, {""type"": ""file"", ""name"": ""pthread_setconcurrency.c""}, {""type"": ""file"", ""name"": ""pthread_setschedparam.c""}, {""type"": ""file"", ""name"": ""pthread_setspecific.c""}, {""type"": ""file"", ""name"": ""pthread_spin_destroy.c""}, {""type"": ""file"", ""name"": ""pthread_spin_init.c""}, {""type"": ""file"", ""name"": ""pthread_spin_lock.c""}, {""type"": ""file"", ""name"": ""pthread_spin_trylock.c""}, {""type"": ""file"", ""name"": ""pthread_spin_unlock.c""}, {""type"": ""file"", ""name"": ""pthread_testcancel.c""}, {""type"": ""file"", ""name"": ""pthread_timechange_handler_np.c""}, {""type"": ""file"", ""name"": ""pthread_win32_attach_detach_np.c""}, {""type"": ""file"", ""name"": ""ptw32_calloc.c""}, {""type"": ""file"", ""name"": ""ptw32_callUserDestroyRoutines.c""}, {""type"": ""file"", ""name"": ""ptw32_cond_check_need_init.c""}, {""type"": ""file"", ""name"": ""ptw32_getprocessors.c""}, {""type"": ""file"", ""name"": ""ptw32_InterlockedCompareExchange.c""}, {""type"": ""file"", ""name"": ""ptw32_is_attr.c""}, {""type"": ""file"", ""name"": ""ptw32_MCS_lock.c""}, {""type"": ""file"", ""name"": ""ptw32_mutex_check_need_init.c""}, {""type"": ""file"", ""name"": ""ptw32_new.c""}, {""type"": ""file"", ""name"": ""ptw32_processInitialize.c""}, {""type"": ""file"", ""name"": ""ptw32_processTerminate.c""}, {""type"": ""file"", ""name"": ""ptw32_relmillisecs.c""}, {""type"": ""file"", ""name"": ""ptw32_reuse.c""}, {""type"": ""file"", ""name"": ""ptw32_rwlock_cancelwrwait.c""}, {""type"": ""file"", ""name"": ""ptw32_rwlock_check_need_init.c""}, {""type"": ""file"", ""name"": ""ptw32_semwait.c""}, {""type"": ""file"", ""name"": ""ptw32_spinlock_check_need_init.c""}, {""type"": ""file"", ""name"": ""ptw32_threadDestroy.c""}, {""type"": ""file"", ""name"": ""ptw32_threadStart.c""}, {""type"": ""file"", ""name"": ""ptw32_throw.c""}, {""type"": ""file"", ""name"": ""ptw32_timespec.c""}, {""type"": ""file"", ""name"": ""ptw32_tkAssocCreate.c""}, {""type"": ""file"", ""name"": ""ptw32_tkAssocDestroy.c""}, {""type"": ""file"", ""name"": ""README""}, {""type"": ""file"", ""name"": ""README.Borland""}, {""type"": ""file"", ""name"": ""README.CV""}, {""type"": ""file"", ""name"": ""README.NONPORTABLE""}, {""type"": ""file"", ""name"": ""README.Watcom""}, {""type"": ""file"", ""name"": ""README.WinCE""}, {""type"": ""file"", ""name"": ""rwlock.c""}, {""type"": ""file"", ""name"": ""sched.c""}, {""type"": ""file"", ""name"": ""sched.h""}, {""type"": ""file"", ""name"": ""sched_get_priority_max.c""}, {""type"": ""file"", ""name"": ""sched_get_priority_min.c""}, {""type"": ""file"", ""name"": ""sched_getscheduler.c""}, {""type"": ""file"", ""name"": ""sched_setscheduler.c""}, {""type"": ""file"", ""name"": ""sched_yield.c""}, {""type"": ""file"", ""name"": ""sem_close.c""}, {""type"": ""file"", ""name"": ""sem_destroy.c""}, {""type"": ""file"", ""name"": ""sem_getvalue.c""}, {""type"": ""file"", ""name"": ""sem_init.c""}, {""type"": ""file"", ""name"": ""sem_open.c""}, {""type"": ""file"", ""name"": ""sem_post.c""}, {""type"": ""file"", ""name"": ""sem_post_multiple.c""}, {""type"": ""file"", ""name"": ""sem_timedwait.c""}, {""type"": ""file"", ""name"": ""sem_trywait.c""}, {""type"": ""file"", ""name"": ""sem_unlink.c""}, {""type"": ""file"", ""name"": ""sem_wait.c""}, {""type"": ""file"", ""name"": ""semaphore.c""}, {""type"": ""file"", ""name"": ""semaphore.h""}, {""type"": ""file"", ""name"": ""signal.c""}, {""type"": ""file"", ""name"": ""spin.c""}, {""type"": ""file"", ""name"": ""sync.c""}, {""type"": ""file"", ""name"": ""TODO""}, {""type"": ""file"", ""name"": ""tsd.c""}, {""type"": ""file"", ""name"": ""version.rc""}, {""type"": ""file"", ""name"": ""w32_CancelableWait.c""}, {""type"": ""file"", ""name"": ""WinCE-PORT""}]"
